HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Group,Cabin_deck,Cabin_number,Cabin_side,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_False,CryoSleep_True,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_False,VIP_True,Cabin_deck_A,Cabin_deck_B,Cabin_deck_C,Cabin_deck_D,Cabin_deck_E,Cabin_deck_F,Cabin_deck_G,Cabin_deck_T,Cabin_side_P,Cabin_side_S
Europa,False,55 Cancri e,42.0,False,0.0,7.1308988302963465,0.0,7.1808311990445555,7.046647277848756,1,3927,C,142,S,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Europa,False,TRAPPIST-1e,28.0,False,1.3862943611198906,7.170888478512505,0.0,7.1316985104669115,7.046647277848756,0,3928,E,264,S,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
Europa,True,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,1,3928,E,264,S,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Earth,False,55 Cancri e,29.0,False,0.0,0.0,0.0,7.506591780070841,0.6931471805599453,0,3930,F,740,S,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Earth,False,55 Cancri e,42.0,False,0.0,5.389071729816501,0.0,6.1779441140506,1.0986122886681098,0,3931,F,811,P,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
Mars,False,TRAPPIST-1e,18.0,False,6.492239835020471,0.0,7.748028524432376,0.0,3.1780538303479458,1,3932,E,265,S,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
Mars,False,55 Cancri e,34.0,False,1.0986122886681098,0.0,6.692083742506628,3.4011973816621555,0.0,1,3932,D,129,S,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Earth,True,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,1,3933,G,642,S,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
Earth,True,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,0,3935,G,643,S,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,TRAPPIST-1e,24.0,False,8.17131687471973,0.0,0.0,0.0,0.0,0,3936,G,644,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,TRAPPIST-1e,24.0,False,3.828641396489095,6.3784261836515865,1.791759469228055,2.0794415416798357,0.0,1,3937,F,742,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Mars,True,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,1,3938,F,743,S,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Mars,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,1,3938,F,743,S,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Mars,True,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,1,3938,F,743,S,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Earth,False,TRAPPIST-1e,37.0,False,6.650279048587422,0.0,6.734591659972948,0.6931471805599453,1.791759469228055,0,3939,E,237,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Mars,False,TRAPPIST-1e,60.0,True,7.9157131993821155,0.0,0.0,0.0,0.0,0,3940,D,132,P,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
Earth,True,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,0,3941,G,643,P,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,0,3942,G,645,S,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
Mars,False,TRAPPIST-1e,28.0,False,6.4457198193855785,0.0,6.492239835020471,6.410174881966167,0.0,0,3944,F,745,S,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,0,3945,G,644,P,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Mars,False,TRAPPIST-1e,37.0,False,2.70805020110221,0.0,4.5217885770490405,7.093404625868766,0.0,0,3946,F,812,P,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Earth,False,TRAPPIST-1e,18.0,False,5.786897381366708,0.0,6.169610732491456,3.9318256327243257,1.791759469228055,0,3948,F,814,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Earth,False,TRAPPIST-1e,14.0,False,6.661854740545311,0.0,0.6931471805599453,1.6094379124341003,0.6931471805599453,0,3949,E,238,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Europa,False,TRAPPIST-1e,29.0,False,8.154500175151941,9.3195534569495,2.772588722239781,5.318119993844216,2.772588722239781,1,3950,C,143,S,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Earth,False,TRAPPIST-1e,51.0,False,0.0,0.0,0.0,6.300785794663244,2.5649493574615367,0,3952,F,746,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Earth,True,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,0,3954,G,647,S,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,True,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,1,3955,G,648,S,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Mars,False,TRAPPIST-1e,41.0,False,7.0431599159883405,2.5649493574615367,2.70805020110221,3.1354942159291497,0.0,0,3958,F,747,S,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Earth,False,TRAPPIST-1e,21.0,False,0.0,4.394449154672439,5.545177444479562,0.0,8.55468163582723,0,3959,G,646,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,False,TRAPPIST-1e,28.0,False,6.483107351457199,0.0,0.0,0.0,3.044522437723423,0,3959,F,817,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Earth,True,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,1,3959,G,646,P,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Earth,False,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,6.78105762593618,0,3960,F,748,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Mars,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,1,3961,F,749,S,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Earth,True,55 Cancri e,13.0,False,0.0,0.0,0.0,0.0,0.0,1,3962,G,647,P,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Earth,False,PSO J318.5-22,55.0,False,0.0,7.093404625868766,0.0,0.0,6.102558594613569,0,3962,E,239,P,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,1,3963,G,648,P,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,1,3964,G,650,S,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,TRAPPIST-1e,49.0,False,5.783825182329737,5.62040086571715,0.0,0.0,0.0,0,3966,F,818,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,6.928537818164665,0.0,5.14548364860303,1,3966,G,649,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,1,3966,G,649,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Mars,False,TRAPPIST-1e,22.0,False,6.787844982309579,4.02535169073515,0.0,0.0,4.300545392805998,0,3967,F,819,P,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,0,3968,G,650,P,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Mars,False,TRAPPIST-1e,23.0,False,5.87493073085203,0.0,6.639875833826536,0.0,0.0,1,3970,F,751,S,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Earth,False,TRAPPIST-1e,44.0,False,3.6888794541139363,6.71174039505618,0.0,2.0794415416798357,3.7376696182833684,0,3971,G,651,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,1,3973,E,240,P,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,1.791759469228055,6.6293632534374485,0.0,1,3974,F,752,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,1,3974,G,652,S,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Europa,False,TRAPPIST-1e,29.0,False,0.0,8.876963340262272,0.0,4.07753744390572,0.6931471805599453,1,3976,C,134,S,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
Earth,False,TRAPPIST-1e,19.0,False,3.8501476017100584,0.0,6.516193076042964,0.0,0.0,1,3977,E,241,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,1,3980,G,653,P,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,False,PSO J318.5-22,33.0,False,5.993961427306569,5.602118820879701,3.5263605246161616,0.0,0.0,0,3981,G,653,S,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,1,3984,G,654,S,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,TRAPPIST-1e,50.0,False,6.504288173536645,0.0,0.0,2.4849066497880004,5.14166355650266,0,3985,G,654,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Mars,False,TRAPPIST-1e,54.0,False,7.1049654482698426,0.0,0.6931471805599453,1.6094379124341003,0.0,0,3986,F,755,S,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Mars,False,TRAPPIST-1e,43.0,False,7.278628942320682,0.0,5.017279836814924,0.0,0.0,0,3986,F,755,S,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Earth,False,TRAPPIST-1e,17.0,False,4.6443908991413725,7.688913336864796,0.0,2.833213344056216,0.0,1,3987,F,822,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Mars,False,TRAPPIST-1e,26.0,False,7.398174092970465,0.0,4.394449154672439,2.0794415416798357,0.0,0,3988,D,134,P,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
Earth,False,TRAPPIST-1e,44.0,False,7.138073034044347,1.3862943611198906,0.0,0.6931471805599453,0.0,0,3991,F,823,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Earth,False,PSO J318.5-22,51.0,False,0.0,0.0,2.3978952727983707,7.002155954403621,0.0,0,3992,F,756,S,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,1,3994,B,152,S,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,0,3995,G,655,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,False,PSO J318.5-22,40.0,False,0.0,0.0,5.739792912179234,0.6931471805599453,6.045005314036012,0,3995,F,825,P,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
Earth,False,55 Cancri e,27.0,False,0.0,0.0,1.0986122886681098,0.0,6.695798917058491,0,3995,G,655,P,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Earth,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,0,3995,G,655,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,0,3995,G,655,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,False,55 Cancri e,11.0,False,0.0,0.0,0.0,0.0,0.0,1,3995,G,655,P,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Earth,False,PSO J318.5-22,24.0,False,2.833213344056216,0.0,7.036148493750536,0.0,3.713572066704308,1,3996,F,826,P,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
Earth,False,55 Cancri e,25.0,False,0.0,4.430816798843313,0.0,6.0867747269123065,0.0,0,3997,G,657,S,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
Europa,False,55 Cancri e,28.0,False,4.499809670330265,8.481980435660493,0.0,1.0986122886681098,7.377133712833954,1,3998,C,129,P,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Earth,False,TRAPPIST-1e,25.0,False,0.0,6.925595197110468,0.0,0.0,0.0,0,3999,G,656,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,1,4000,G,658,S,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,TRAPPIST-1e,25.0,False,3.044522437723423,0.0,6.052089168924417,0.0,5.886104031450156,0,4000,F,757,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,1,4000,G,658,S,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,TRAPPIST-1e,58.0,False,0.0,0.0,6.878326468291325,0.0,0.0,1,4001,F,758,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,1,4001,G,659,S,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,True,PSO J318.5-22,4.0,False,0.0,0.0,0.0,0.0,0.0,1,4001,G,659,S,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
Earth,True,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,0,4001,G,659,S,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,TRAPPIST-1e,34.0,False,0.0,6.742880635791903,2.70805020110221,0.0,0.0,1,4001,F,758,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Earth,False,55 Cancri e,5.0,False,0.0,0.0,0.0,0.0,0.0,1,4001,G,659,S,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,0,4001,G,659,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Mars,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,0,4002,E,242,P,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Earth,False,TRAPPIST-1e,22.0,False,7.257002707092073,0.0,0.0,0.0,0.0,1,4003,F,827,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Earth,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,1,4005,G,657,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,False,TRAPPIST-1e,17.0,False,1.3862943611198906,4.430816798843313,6.833031732786201,0.0,0.6931471805599453,1,4005,G,657,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,0,4005,G,657,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,True,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,0,4005,G,657,P,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,True,PSO J318.5-22,40.0,False,0.0,0.0,0.0,0.0,0.0,1,4005,G,657,P,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
Earth,False,PSO J318.5-22,16.0,False,1.6094379124341003,0.0,7.731492029245684,1.0986122886681098,0.0,1,4005,F,829,P,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
Earth,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,1,4005,G,657,P,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,True,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,0,4005,G,657,P,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Earth,True,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,1,4006,G,660,S,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,1,4006,G,660,S,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,PSO J318.5-22,59.0,False,5.993961427306569,0.0,4.844187086458591,0.0,5.0689042022202315,1,4006,F,759,S,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
Earth,False,TRAPPIST-1e,45.0,False,7.493873886783559,0.0,1.6094379124341003,0.0,1.791759469228055,0,4006,G,660,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,55 Cancri e,52.0,False,0.0,6.558197802812269,0.0,0.0,5.246297178029092,1,4006,F,759,S,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Mars,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,1,4008,F,760,S,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Earth,False,55 Cancri e,51.0,False,2.1972245773362196,0.0,5.332718793265369,7.129297548929373,2.70805020110221,1,4009,F,761,S,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Earth,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,0,4010,G,658,P,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Mars,False,TRAPPIST-1e,14.0,False,6.133398042996649,0.0,0.0,5.755742213586912,5.153291594497779,0,4013,E,243,P,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Europa,False,TRAPPIST-1e,42.0,False,0.0,6.124683390894205,0.6931471805599453,7.085064293952548,8.019612794400267,0,4014,B,125,P,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
Europa,False,55 Cancri e,28.0,False,0.0,8.08301991917133,0.0,6.621405651764134,7.7702232041587855,0,4014,B,125,P,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Earth,False,55 Cancri e,34.0,False,5.736572297479192,6.297109319933935,0.0,0.0,4.02535169073515,0,4016,E,268,S,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Mars,False,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,0,4017,E,269,S,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
Mars,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,1,4017,F,761,S,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Mars,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,1,4017,F,761,S,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Mars,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,0,4017,E,269,S,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
Mars,False,TRAPPIST-1e,23.0,False,6.837332814685591,0.0,4.90527477843843,0.0,6.045005314036012,0,4017,F,761,S,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Earth,False,TRAPPIST-1e,20.0,False,5.497232539259716,0.6931471805599453,0.0,3.044522437723423,3.7612001156935624,0,4018,F,762,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Earth,False,55 Cancri e,59.0,False,5.556828061699537,5.934894195619588,1.791759469228055,0.0,0.0,1,4019,E,245,P,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
Europa,False,55 Cancri e,37.0,False,8.77940359789435,7.293697720601438,0.0,6.0330862217988015,8.336869637284956,0,4020,B,126,P,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Mars,False,TRAPPIST-1e,32.0,False,7.519692404116539,0.0,6.4967749901858625,0.0,0.0,0,4021,F,832,P,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
Earth,False,PSO J318.5-22,37.0,False,1.6094379124341003,0.0,5.4116460518550396,6.240275845170769,0.6931471805599453,0,4022,F,833,P,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
Earth,False,TRAPPIST-1e,27.0,False,0.6931471805599453,5.87493073085203,6.630683385642372,0.0,5.396662708311945,0,4023,E,246,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Europa,True,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,0.0,1,4026,B,154,S,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Earth,True,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,1,4027,G,659,P,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
Earth,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,1,4030,G,661,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,True,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,0,4030,G,661,S,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0,4030,G,661,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,0,4030,G,661,S,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,0,4030,G,661,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Europa,True,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,1,4031,C,131,P,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,1,4031,C,131,P,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
Earth,True,PSO J318.5-22,13.0,False,0.0,0.0,0.0,0.0,0.0,1,4032,G,661,P,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
Europa,False,55 Cancri e,49.0,False,7.613818684808629,8.877381954654766,0.0,7.806696372521179,3.871201010907891,1,4033,C,144,S,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
Mars,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,0,4034,E,247,P,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Earth,True,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,1,4035,G,662,P,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
Earth,False,TRAPPIST-1e,22.0,False,2.0794415416798357,4.127134385045092,4.709530201312334,6.5638555265321274,0.0,0,4036,G,662,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Earth,True,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,1,4037,G,663,S,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,0,4038,G,664,S,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
Earth,False,TRAPPIST-1e,24.0,False,6.5722825426940075,0.0,1.6094379124341003,3.912023005428146,2.4849066497880004,0,4039,F,764,S,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Earth,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,0,4040,G,663,P,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
Europa,False,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,1,4042,A,46,S,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
Europa,True,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,1,4042,A,46,S,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,1,4042,A,46,S,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,3.4965075614664802,7.363913501405819,0,4043,E,248,P,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Mars,False,TRAPPIST-1e,32.0,False,6.285998094508865,0.0,6.602587892189336,4.77912349311153,0.0,0,4044,F,765,S,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
Mars,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,1,4044,F,765,S,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
