Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Group,Cabin_number,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_False,CryoSleep_True,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_False,VIP_True,Cabin_deck_A,Cabin_deck_B,Cabin_deck_C,Cabin_deck_D,Cabin_deck_E,Cabin_deck_F,Cabin_deck_G,Cabin_deck_T,Cabin_side_P,Cabin_side_S
22.0,0.0,0.0,6.9782137426306985,3.8501476017100584,1.3862943611198906,9071,1855,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
19.0,0.0,0.0,6.752270376141742,2.4849066497880004,3.7612001156935624,8799,1419,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
62.0,5.940171252720432,6.118097198041348,0.0,2.0794415416798357,0.0,3068,500,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
16.0,6.776506992372183,0.0,1.791759469228055,0.6931471805599453,2.833213344056216,1673,330,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
22.0,0.0,0.0,0.0,0.0,0.0,4769,776,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
35.0,1.6094379124341003,8.257904193465674,5.783825182329737,6.802394763324311,5.929589143389895,5927,201,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,6444,1041,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
44.0,6.450470422144176,0.0,4.624972813284271,1.791759469228055,0.0,3296,624,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
21.0,0.0,0.0,0.0,0.0,0.0,5474,878,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
34.0,0.0,1.6094379124341003,0.0,6.530877627725885,7.484368643286131,3733,118,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
21.0,0.0,0.0,0.0,0.0,0.0,1026,159,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
54.0,6.517671272912275,0.0,5.44673737166631,5.940171252720432,0.0,6346,1212,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
36.0,0.0,0.0,0.0,0.0,0.0,7452,281,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
27.0,0.0,0.0,0.0,0.0,0.0,4475,55,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
27.0,0.0,6.386879319362645,0.0,5.560681631015528,0.0,7939,1281,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
38.0,0.0,6.565264970035361,3.6888794541139363,4.143134726391533,0.0,6228,1007,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
14.0,0.0,0.0,0.0,0.0,0.0,3029,103,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
46.0,0.0,8.18088094199639,0.0,0.0,2.0794415416798357,245,6,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
31.0,3.258096538021482,6.569481420414296,0.0,2.833213344056216,0.0,5104,833,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
20.0,5.497232539259716,3.258096538021482,0.0,2.4849066497880004,0.0,8063,1543,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
12.0,0.0,0.0,0.0,0.0,0.0,9157,1476,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
44.0,3.6888794541139363,6.71174039505618,0.0,2.0794415416798357,3.7376696182833684,3971,651,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
38.0,0.0,0.0,0.0,0.0,0.0,2739,442,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
30.0,7.479299637782834,0.0,0.0,2.6390573296152584,0.0,401,14,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
33.0,7.472500744737558,4.0943445622221,1.6094379124341003,0.0,0.0,1291,260,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
15.0,0.0,0.0,2.302585092994046,0.0,6.859614903654202,7344,1413,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
33.0,3.6109179126442243,0.0,0.0,7.255591274253665,0.0,5847,1115,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
19.0,0.0,7.264730177929867,0.0,0.6931471805599453,2.995732273553991,556,100,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
22.0,0.0,0.0,0.0,0.0,0.0,1736,284,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
17.0,7.601402334583733,0.0,0.0,0.0,0.0,2619,504,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
28.0,7.578145472419466,3.784189633918261,0.0,0.0,2.0794415416798357,9030,1847,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
24.0,6.418364935936212,5.7899601708972535,3.8501476017100584,4.477336814478207,0.0,4176,859,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
24.0,0.0,0.0,0.0,0.0,0.0,4625,183,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
32.0,2.0794415416798357,6.584791392385716,5.42802407520247,1.9459101490553132,2.6390573296152584,8168,1561,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
31.0,0.0,7.808729306744399,0.0,3.9512437185814275,7.669495251007694,4466,40,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
19.0,0.0,0.0,0.0,0.0,0.0,571,21,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
27.0,0.0,0.0,1.0986122886681098,0.0,6.695798917058491,3995,655,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
32.0,7.5740450053721995,0.0,6.483107351457199,0.0,0.0,6042,1249,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
34.0,0.0,2.302585092994046,6.42648845745769,0.0,5.641907070938114,7847,1261,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
23.0,1.791759469228055,3.9512437185814275,0.0,6.597145701886651,0.0,1593,114,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
44.0,7.069874128458572,0.0,2.6390573296152584,6.466144724237619,6.212606095751519,6624,1071,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
32.0,0.0,0.0,0.0,0.0,0.0,4755,965,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
41.0,4.941642422609304,6.502790045915623,1.9459101490553132,4.276666119016055,3.258096538021482,1636,254,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
36.0,6.54534966033442,5.319857292597476,0.0,0.0,0.0,6568,1366,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
41.0,0.0,8.076204527239026,0.0,6.073044534100405,6.249975242259483,8092,238,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
33.0,0.0,0.0,0.0,0.0,0.0,3922,641,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
33.0,4.663439094112067,0.0,6.992096427415888,0.0,0.0,647,115,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
18.0,0.0,1.3862943611198906,3.7376696182833684,5.886104031450156,5.976350909297934,5808,1204,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
27.0,0.0,0.0,0.0,0.0,0.0,5726,192,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
33.0,5.4638318050256105,1.0986122886681098,0.6931471805599453,6.478509642208569,0.0,2107,338,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
28.0,0.0,0.0,0.0,0.0,0.0,796,28,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1.0,0.0,0.0,0.0,0.0,0.0,4804,785,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
35.0,0.0,0.0,0.0,6.790097235513905,5.14548364860303,278,45,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
26.0,0.0,0.0,0.0,0.0,0.0,3431,705,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
46.0,0.0,0.0,0.0,0.0,0.0,429,5,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1
26.0,0.0,0.0,0.0,0.0,0.0,3748,774,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
41.0,0.0,0.0,0.0,0.0,0.0,7697,295,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,2558,525,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
20.0,4.795790545596741,5.7745515455444085,0.0,6.838405200847344,5.170483995038151,7449,1541,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
59.0,0.0,0.0,0.0,0.0,0.0,6254,243,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
16.0,0.0,0.0,0.0,0.0,0.0,2732,435,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
45.0,2.3978952727983707,2.833213344056216,6.687108607866515,4.30406509320417,5.433204095737869,2606,537,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
26.0,5.659482215759621,8.127995055771946,6.3561076606958915,5.365976015021851,6.3080984415095305,7452,281,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
15.0,5.883322388488279,5.3612921657094255,3.5263605246161616,0.0,4.727387818712341,360,67,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
30.0,0.0,5.262690188904886,0.0,6.338594078203183,0.0,1246,185,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
46.0,7.1631723908466425,0.0,4.060443010546419,0.0,0.0,2339,475,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
5.0,0.0,0.0,0.0,0.0,0.0,7498,1550,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
14.0,1.3862943611198906,0.0,6.782192056006791,3.258096538021482,0.0,384,56,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
20.0,0.0,0.0,0.0,0.0,0.0,3384,554,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
27.0,2.70805020110221,7.079184394609668,6.133398042996649,2.5649493574615367,2.302585092994046,8227,527,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
39.0,0.0,7.76004068088038,0.0,4.189654742026425,8.839131752546109,119,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
35.0,6.517671272912275,0.0,0.0,0.0,3.713572066704308,8005,1528,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
36.0,5.659482215759621,6.030685260261263,2.833213344056216,0.0,0.0,1285,258,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
23.0,5.43372200355424,7.280697195384741,6.816735880594968,1.3862943611198906,0.0,5052,961,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
65.0,0.0,6.583409222158765,5.713732805509369,4.6443908991413725,7.886081401775745,5596,179,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
34.0,0.0,0.0,0.0,0.0,0.0,2315,67,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
4.0,0.0,0.0,0.0,0.0,0.0,5142,1050,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
7.0,0.0,0.0,0.0,0.0,0.0,615,92,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
45.0,0.0,6.588926477533519,0.0,5.641907070938114,7.1372784372603855,2737,100,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
22.0,4.990432586778736,6.484635235635252,0.6931471805599453,0.0,1.0986122886681098,283,64,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
26.0,5.344876997745178,7.4109518755836366,2.0794415416798357,5.429345628954441,7.284820912568604,3204,27,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
7.0,0.0,0.0,0.0,0.0,0.0,457,72,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
31.0,0.0,0.0,0.0,0.0,0.0,6146,207,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
40.0,6.391917113392602,5.419972597725881,4.912654885736052,4.30406509320417,0.0,1782,341,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
36.0,0.0,0.0,0.0,0.0,0.0,2858,109,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
37.0,0.0,0.0,0.0,0.0,0.0,7870,257,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
29.0,7.275172319452771,7.011213987350367,3.871201010907891,0.0,0.0,2200,442,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
34.0,0.0,0.0,0.0,0.0,0.0,453,14,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
53.0,3.9318256327243257,9.354700422483019,0.0,8.00603417874901,8.374476889214643,4782,189,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
26.0,0.0,0.0,0.0,0.0,0.0,115,24,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
14.0,0.0,0.0,0.0,0.0,0.0,2645,95,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
35.0,7.861341795599989,5.278114659230517,0.0,0.0,0.0,2483,477,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1.0,0.0,0.0,0.0,0.0,0.0,3100,485,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
17.0,0.0,0.0,0.0,0.0,0.0,992,35,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
27.0,0.0,0.0,0.0,0.0,0.0,6462,1233,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
28.0,0.0,6.706862336602747,4.07753744390572,0.0,3.258096538021482,7683,1467,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
36.0,0.0,0.0,0.0,0.0,0.0,4238,165,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
42.0,0.0,0.0,0.0,0.0,0.0,1903,309,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
19.0,4.74493212836325,1.3862943611198906,6.434546518787453,0.0,0.0,6397,1223,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
34.0,5.940171252720432,0.0,7.394493107219038,0.0,0.0,925,191,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
14.0,0.0,5.220355825078324,2.833213344056216,7.118826249062078,0.0,7486,1210,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
36.0,0.0,0.0,0.0,0.0,0.0,5447,1126,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
27.0,0.0,0.0,0.0,0.0,0.0,3422,209,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
16.0,3.784189633918261,1.3862943611198906,6.621405651764134,0.0,0.0,6905,1322,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
25.0,0.0,3.4339872044851463,3.044522437723423,0.0,6.848005274576363,6029,396,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
20.0,2.5649493574615367,5.181783550292085,7.01301578963963,0.0,0.0,5688,1084,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
27.0,0.0,6.7661917146603505,0.0,4.859812404361672,5.8971538676367405,4197,786,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
32.0,0.0,6.16541785423142,3.9512437185814275,6.089044875446846,6.466144724237619,9099,597,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
33.0,0.6931471805599453,7.707062655370473,0.0,2.5649493574615367,6.003887067106539,116,4,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
11.0,0.0,0.0,0.0,0.0,0.0,449,64,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
53.0,0.0,0.0,0.0,0.0,0.0,5592,1161,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
31.0,0.0,0.0,0.0,0.0,0.0,3542,669,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
27.0,4.997212273764115,0.0,6.926577033222725,0.0,0.0,76,18,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
31.0,0.0,6.416732282512326,1.0986122886681098,1.6094379124341003,3.1354942159291497,2996,626,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
13.0,0.0,7.074116816197362,0.0,5.210302937817148,0.0,6120,1169,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
36.0,5.098340874515361,5.8916442118257715,6.240275845170769,3.5553480614894135,0.0,6680,1082,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
39.0,3.7612001156935624,0.0,5.8664680569332965,0.6931471805599453,5.91350300563827,7051,223,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
13.0,0.0,0.0,0.0,0.0,0.0,2456,399,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
25.0,0.0,0.0,0.0,0.0,0.0,1588,99,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
17.0,0.0,0.0,0.0,0.0,0.0,5447,1126,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
34.0,0.0,0.0,0.0,0.0,0.0,4591,287,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
13.0,5.883322388488279,4.189654742026425,6.396929655216146,6.517671272912275,0.0,5424,1117,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
2.0,0.0,0.0,0.0,0.0,0.0,8147,1316,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
16.0,0.0,2.4849066497880004,0.0,2.1972245773362196,6.71901315438526,7886,1274,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
35.0,6.625392368007956,5.817111159963204,0.6931471805599453,5.855071922202427,0.0,5582,893,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
48.0,5.950642552587727,0.0,0.0,5.976350909297934,2.3978952727983707,4391,904,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
19.0,5.098340874515361,1.0986122886681098,2.70805020110221,6.628041376179533,0.0,3745,608,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
9.0,0.0,0.0,0.0,0.0,0.0,6862,1115,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
10.0,0.0,0.0,0.0,0.0,0.0,770,117,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,5545,894,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
37.0,0.0,0.0,0.0,0.0,0.0,6271,62,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
26.0,0.0,0.0,0.0,0.0,0.0,7999,262,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
26.0,0.0,0.0,0.0,0.0,0.0,3609,118,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
34.0,7.344719054149673,6.186208623900494,4.584967478670572,4.0943445622221,0.0,5933,1131,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
21.0,6.2422232654551655,0.0,7.4673710669175595,4.418840607796598,0.0,500,19,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
28.0,8.177515823846075,0.0,6.193050665027271,2.6390573296152584,1.0986122886681098,4479,150,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
24.0,6.137727054086234,0.0,0.0,0.0,5.484796933490655,8379,1609,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
48.0,0.0,0.0,0.0,0.0,0.0,889,32,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
13.0,3.367295829986474,5.983936280687191,5.908082938168931,0.0,0.0,6014,395,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
9.0,0.0,0.0,0.0,0.0,0.0,6896,1320,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
20.0,4.060443010546419,0.0,7.078341579557671,0.0,0.0,6513,1244,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
30.0,1.0986122886681098,0.0,1.791759469228055,0.6931471805599453,6.870053411798126,7336,1411,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
55.0,0.0,0.0,0.0,0.0,0.0,4407,719,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
23.0,0.0,0.0,0.0,0.0,0.0,6276,1011,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2.0,0.0,0.0,0.0,0.0,0.0,56,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1
44.0,7.9919305198524775,0.0,2.3978952727983707,2.5649493574615367,6.541029999189903,5988,1235,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
27.0,0.0,4.1588830833596715,2.1972245773362196,4.867534450455582,7.993282328101591,7330,268,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
39.0,4.888178563022833,2.995732273553991,6.598509028614515,0.0,6.553933404025811,1478,289,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
37.0,5.10594547390058,6.403574197934815,0.0,0.0,2.4849066497880004,1779,349,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
51.0,4.672828834461906,7.57198844937744,4.7535901911063645,5.307034244019836,0.0,7197,1383,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
28.0,0.0,0.0,0.0,0.0,0.0,8862,329,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
21.0,8.301025253838453,0.0,3.871201010907891,4.430816798843313,0.0,5500,175,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
24.0,6.608000625296087,4.418840607796598,1.9459101490553132,5.483412850224717,0.6931471805599453,2970,181,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
51.0,0.0,0.0,0.0,0.0,0.0,1548,50,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
23.0,4.174387269895637,1.6094379124341003,0.0,7.026426808699636,5.437282911049755,7053,1463,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
43.0,0.0,0.0,0.0,0.0,0.0,324,53,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
3.0,0.0,0.0,0.0,0.0,0.0,7505,1553,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
23.0,0.0,0.0,0.0,0.0,0.0,2121,341,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
32.0,0.0,0.0,0.0,6.706862336602747,2.1972245773362196,1491,240,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
31.0,0.0,0.0,0.0,6.516193076042964,5.365976015021851,1034,155,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
18.0,1.6094379124341003,6.807934943699926,0.0,0.0,0.6931471805599453,2891,460,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
22.0,0.0,0.0,0.0,0.0,0.0,8493,1384,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
33.0,6.559615237493242,0.0,7.552762084214147,2.6390573296152584,0.0,5251,1071,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
37.0,0.0,0.0,0.0,0.0,0.0,8226,1572,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
22.0,0.0,0.0,0.0,0.0,0.0,3980,653,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
26.0,0.0,0.0,0.0,0.0,0.0,1156,47,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
27.0,0.0,0.0,5.3651101384303646,1.0986122886681098,7.103322062526113,2660,550,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
22.0,1.0986122886681098,5.552959584921617,5.855071922202427,1.0986122886681098,0.0,3773,711,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
19.0,0.0,7.163946684342547,0.0,9.68905594182394,6.5337888379333435,1161,48,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
20.0,0.0,0.0,0.0,0.0,0.0,3963,648,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
28.0,1.3862943611198906,7.662937850461535,0.0,6.546785410760524,2.3978952727983707,4359,137,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
39.0,3.8066624897703196,7.390798521735676,0.0,1.9459101490553132,0.0,8129,522,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
17.0,0.0,0.0,0.0,0.0,0.0,2724,564,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
3.0,0.0,0.0,0.0,0.0,0.0,8559,1758,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
20.0,0.0,0.0,0.0,0.0,0.0,5824,940,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
38.0,7.2991214627108,0.0,6.448889394146858,0.0,0.0,9111,598,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
54.0,0.0,0.0,0.0,0.0,0.0,251,11,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
49.0,0.0,0.0,0.0,0.0,0.0,6439,1044,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
